distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,temp_diff,fuel_spent,cost
18.7,4.2,65,25.0,18,SP98,1,0,1,7.0,0.7854000000000001,1.53153
36.5,3.9,54,23.0,18,SP98,0,0,1,5.0,1.4235,2.7758249999999998
19.0,5.0,35,22.0,15,SP98,1,0,1,7.0,0.95,1.8524999999999998
16.6,4.4,46,22.0,5,SP98,1,0,0,17.0,0.7304,1.42428
29.9,4.5,32,22.0,18,SP98,1,0,0,4.0,1.3455,2.623725
16.0,3.8,42,22.0,11,SP98,0,0,0,11.0,0.608,1.1856
21.1,5.1,33,22.0,10,SP98,0,1,0,12.0,1.0761,2.098395
16.0,3.9,40,22.0,10,SP98,0,0,0,12.0,0.624,1.2167999999999999
11.9,5.3,34,22.0,13,SP98,0,0,0,9.0,0.6307,1.229865
10.1,4.2,35,22.0,16,SP98,0,0,0,6.0,0.4242,0.82719
31.9,4.3,33,22.0,16,SP98,0,0,0,6.0,1.3717,2.6748149999999997
18.7,4.0,60,22.0,13,SP98,0,0,0,9.0,0.748,1.4586
10.8,4.7,48,22.0,17,SP98,0,0,1,5.0,0.5076,0.98982
19.8,4.0,56,22.0,17,SP98,0,0,1,5.0,0.792,1.5444
11.3,4.3,38,22.0,17,SP98,0,0,0,5.0,0.48590000000000005,0.947505
11.5,5.3,53,22.0,15,SP98,0,0,0,7.0,0.6094999999999999,1.1885249999999998
21.4,5.2,51,22.0,13,SP98,0,0,0,9.0,1.1128,2.16996
32.0,4.9,53,22.0,15,SP98,0,0,0,7.0,1.568,3.0576
41.9,4.7,53,22.0,14,SP98,0,0,0,8.0,1.9693,3.840135
211.0,4.6,80,22.0,20,SP98,0,0,0,2.0,9.706,18.9267
216.1,5.3,90,22.0,21,SP98,0,0,1,1.0,11.453299999999999,22.333934999999997
25.5,3.6,27,22.0,27,SP98,0,0,1,-5.0,0.9179999999999999,1.7900999999999998
16.6,4.2,52,22.0,15,SP98,0,1,0,7.0,0.6972000000000002,1.3595400000000002
25.9,4.1,43,22.0,24,SP98,0,0,0,-2.0,1.0618999999999998,2.070705
16.5,4.0,48,22.0,15,SP98,0,0,0,7.0,0.66,1.287
22.1,3.9,29,22.0,26,SP98,0,0,0,-4.0,0.8619,1.680705
18.3,4.3,46,22.0,16,SP98,0,0,0,6.0,0.7868999999999999,1.534455
16.1,4.8,36,22.0,18,SP98,0,1,0,4.0,0.7728,1.50696
16.0,4.1,46,22.0,17,SP98,0,0,0,5.0,0.6559999999999999,1.2792
16.3,4.0,35,22.0,23,SP98,0,0,0,-1.0,0.652,1.2714
16.0,3.7,44,22.0,16,SP98,0,0,0,6.0,0.5920000000000001,1.1544
18.3,4.3,46,22.0,23,SP98,0,0,0,-1.0,0.7868999999999999,1.534455
4.5,5.2,23,22.0,23,SP98,0,0,1,-1.0,0.234,0.45630000000000004
17.0,4.2,48,22.0,16,SP98,0,0,0,6.0,0.7140000000000001,1.3923
6.1,5.0,35,24.5,18,SP98,0,0,0,6.5,0.305,0.59475
6.1,5.0,33,22.0,24,SP98,0,0,1,-2.0,0.305,0.59475
17.3,4.2,36,22.0,22,SP98,0,0,0,0.0,0.7266000000000001,1.4168700000000003
6.0,4.8,27,22.0,17,SP98,0,0,0,5.0,0.288,0.5616
16.0,4.1,45,22.0,15,SP98,0,0,0,7.0,0.6559999999999999,1.2792
15.4,4.9,55,22.0,18,SP98,0,0,0,4.0,0.7546,1.47147
15.4,4.3,39,22.0,23,SP98,0,0,0,-1.0,0.6622,1.29129
16.0,3.9,35,22.0,18,SP98,0,0,0,4.0,0.624,1.2167999999999999
15.4,4.5,52,22.0,26,SP98,0,0,0,-4.0,0.693,1.3513499999999998
16.6,4.1,48,25.5,30,SP98,1,0,1,-4.5,0.6806,1.32717
15.4,5.0,48,25.5,31,SP98,1,0,0,-5.5,0.77,1.5015
16.0,4.0,43,22.0,21,SP98,1,0,0,1.0,0.64,1.248
15.4,4.5,42,22.0,30,SP98,0,0,0,-8.0,0.693,1.3513499999999998
16.0,3.6,43,22.0,19,SP98,0,0,0,3.0,0.5760000000000001,1.1232000000000002
20.9,4.1,33,22.0,21,SP98,0,0,0,1.0,0.8568999999999999,1.6709549999999997
32.1,3.9,47,22.0,26,SP98,0,0,0,-4.0,1.2519,2.441205
15.3,6.6,16,24.0,27,SP98,1,0,0,-3.0,1.0098,1.96911
28.5,4.0,44,25.0,23,SP98,1,0,0,2.0,1.14,2.223
11.9,3.7,33,25.0,19,SP98,0,0,0,6.0,0.4403,0.858585
14.5,4.3,36,25.0,22,SP98,0,0,0,3.0,0.6234999999999999,1.215825
16.6,4.1,49,22.0,26,SP98,0,0,1,-4.0,0.6806,1.32717
16.2,4.4,39,24.5,17,SP98,1,0,0,7.5,0.7128,1.3899599999999999
16.7,3.8,44,24.5,23,SP98,0,0,1,1.5,0.6345999999999999,1.2374699999999998
8.3,5.0,52,24.5,27,SP98,0,0,0,-2.5,0.415,0.8092499999999999
5.5,3.7,33,24.5,28,SP98,0,0,1,-3.5,0.20350000000000001,0.39682500000000004
13.6,3.7,33,24.5,28,SP98,0,0,1,-3.5,0.5032,0.9812399999999999
16.0,3.7,39,24.5,18,SP98,0,0,0,6.5,0.5920000000000001,1.1544
16.1,4.3,38,25.0,31,SP98,1,0,0,-6.0,0.6923,1.349985
16.0,3.8,45,25.0,19,SP98,0,0,0,6.0,0.608,1.1856
15.4,4.6,42,25.0,31,SP98,1,0,0,-6.0,0.7083999999999999,1.3813799999999998
14.7,5.0,25,25.0,30,SP98,1,0,0,-5.0,0.735,1.43325
